cleaning log files...
loading spack
loading fdapde_devel environment
Eigen library found at /home/u10656115/.spack/packages/linux-cascadelake/eigen-3.4.0-hklx4lp26fdlaepysl2vcl6zyvtf5cag
compiling...
launching executable...
n_obs_per_clust: 20
n_clust:         3
N:               10
seed:            42
create directory per output
11 1
caricati dati 
creati spazi, dist and init
distanza ck:0 i:15 vale=2.16648 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.20066 , best dist:2.16648
distanza ck:2 i:15 vale=2.2668 , best dist:2.16648
distanza ck:0 i:16 vale=2.15529 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.19302 , best dist:2.15529
distanza ck:2 i:16 vale=2.26349 , best dist:2.15529
distanza ck:0 i:17 vale=2.15042 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.18989 , best dist:2.15042
distanza ck:2 i:17 vale=2.25833 , best dist:2.15042
distanza ck:0 i:18 vale=2.16513 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.20317 , best dist:2.16513
distanza ck:2 i:18 vale=2.27193 , best dist:2.16513
distanza ck:0 i:19 vale=2.1356 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.18375 , best dist:2.1356
distanza ck:2 i:19 vale=2.24357 , best dist:2.1356
distanza ck:0 i:20 vale=2.22992 , best dist:1.79769e+308
distanza ck:1 i:20 vale=2.18389 , best dist:2.22992
distanza ck:2 i:20 vale=2.22335 , best dist:2.18389
distanza ck:0 i:21 vale=2.23352 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.17761 , best dist:2.23352
distanza ck:2 i:21 vale=2.21534 , best dist:2.17761
distanza ck:0 i:22 vale=2.20953 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.16847 , best dist:2.20953
distanza ck:2 i:22 vale=2.21356 , best dist:2.16847
distanza ck:0 i:23 vale=2.1827 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.14188 , best dist:2.1827
distanza ck:2 i:23 vale=2.18557 , best dist:2.14188
distanza ck:0 i:24 vale=2.21467 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.16588 , best dist:2.21467
distanza ck:2 i:24 vale=2.20526 , best dist:2.16588
distanza ck:0 i:25 vale=2.20923 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.15805 , best dist:2.20923
distanza ck:2 i:25 vale=2.19664 , best dist:2.15805
distanza ck:0 i:26 vale=2.1886 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.14344 , best dist:2.1886
distanza ck:2 i:26 vale=2.18466 , best dist:2.14344
distanza ck:0 i:27 vale=2.2268 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.18258 , best dist:2.2268
distanza ck:2 i:27 vale=2.22948 , best dist:2.18258
distanza ck:0 i:28 vale=2.20334 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.15582 , best dist:2.20334
distanza ck:2 i:28 vale=2.20065 , best dist:2.15582
distanza ck:0 i:29 vale=2.17934 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.13862 , best dist:2.17934
distanza ck:2 i:29 vale=2.18545 , best dist:2.13862
distanza ck:0 i:30 vale=2.21146 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.15745 , best dist:2.21146
distanza ck:2 i:30 vale=2.19884 , best dist:2.15745
distanza ck:0 i:31 vale=2.20298 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.15362 , best dist:2.20298
distanza ck:2 i:31 vale=2.20136 , best dist:2.15362
distanza ck:0 i:32 vale=2.20365 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.15904 , best dist:2.20365
distanza ck:2 i:32 vale=2.19822 , best dist:2.15904
distanza ck:0 i:33 vale=2.19754 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.14947 , best dist:2.19754
distanza ck:2 i:33 vale=2.19103 , best dist:2.14947
distanza ck:0 i:34 vale=2.22178 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.16962 , best dist:2.22178
distanza ck:2 i:34 vale=2.20717 , best dist:2.16962
distanza ck:0 i:35 vale=2.20218 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.15909 , best dist:2.20218
distanza ck:2 i:35 vale=2.20266 , best dist:2.15909
distanza ck:0 i:36 vale=2.21529 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.16673 , best dist:2.21529
distanza ck:2 i:36 vale=2.21149 , best dist:2.16673
distanza ck:0 i:37 vale=2.2343 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.19921 , best dist:2.2343
distanza ck:2 i:37 vale=2.24729 , best dist:2.19921
distanza ck:0 i:38 vale=2.19022 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.14541 , best dist:2.19022
distanza ck:2 i:38 vale=2.19191 , best dist:2.14541
distanza ck:0 i:39 vale=2.21103 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.16353 , best dist:2.21103
distanza ck:2 i:39 vale=2.20603 , best dist:2.16353
distanza ck:0 i:40 vale=2.26047 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.19644 , best dist:2.26047
distanza ck:2 i:40 vale=2.15798 , best dist:2.19644
distanza ck:0 i:41 vale=2.28001 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.20566 , best dist:2.28001
distanza ck:2 i:41 vale=2.1549 , best dist:2.20566
distanza ck:0 i:42 vale=2.27783 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.21104 , best dist:2.27783
distanza ck:2 i:42 vale=2.17399 , best dist:2.21104
distanza ck:0 i:43 vale=2.30172 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.22933 , best dist:2.30172
distanza ck:2 i:43 vale=2.1835 , best dist:2.22933
distanza ck:0 i:44 vale=2.26056 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.18669 , best dist:2.26056
distanza ck:2 i:44 vale=2.14241 , best dist:2.18669
distanza ck:0 i:45 vale=2.26937 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.205 , best dist:2.26937
distanza ck:2 i:45 vale=2.16394 , best dist:2.205
distanza ck:0 i:46 vale=2.22279 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.1525 , best dist:2.22279
distanza ck:2 i:46 vale=2.10937 , best dist:2.1525
distanza ck:0 i:47 vale=2.30208 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.22977 , best dist:2.30208
distanza ck:2 i:47 vale=2.18263 , best dist:2.22977
distanza ck:0 i:48 vale=2.29516 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.21788 , best dist:2.29516
distanza ck:2 i:48 vale=2.17741 , best dist:2.21788
distanza ck:0 i:49 vale=2.28971 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.2144 , best dist:2.28971
distanza ck:2 i:49 vale=2.16521 , best dist:2.2144
distanza ck:0 i:50 vale=2.25884 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.18604 , best dist:2.25884
distanza ck:2 i:50 vale=2.14061 , best dist:2.18604
distanza ck:0 i:51 vale=2.27132 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.19685 , best dist:2.27132
distanza ck:2 i:51 vale=2.15432 , best dist:2.19685
distanza ck:0 i:52 vale=2.26411 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.19595 , best dist:2.26411
distanza ck:2 i:52 vale=2.15305 , best dist:2.19595
distanza ck:0 i:53 vale=2.26457 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.19525 , best dist:2.26457
distanza ck:2 i:53 vale=2.15606 , best dist:2.19525
distanza ck:0 i:54 vale=2.25015 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.18059 , best dist:2.25015
distanza ck:2 i:54 vale=2.13329 , best dist:2.18059
distanza ck:0 i:55 vale=2.22899 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.16329 , best dist:2.22899
distanza ck:2 i:55 vale=2.12781 , best dist:2.16329
distanza ck:0 i:56 vale=2.24024 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.17448 , best dist:2.24024
distanza ck:2 i:56 vale=2.13352 , best dist:2.17448
distanza ck:0 i:57 vale=2.24167 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.16893 , best dist:2.24167
distanza ck:2 i:57 vale=2.12865 , best dist:2.16893
distanza ck:0 i:58 vale=2.26127 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.19071 , best dist:2.26127
distanza ck:2 i:58 vale=2.15071 , best dist:2.19071
distanza ck:0 i:59 vale=2.26402 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.18933 , best dist:2.26402
distanza ck:2 i:59 vale=2.13958 , best dist:2.18933
fine step assegnazione it2
2d_st_regk/vicini_4: kmeans execution completed in 2 iterations (max=25), time (reg-kmeans jb, distnza ST no Kron):211.61s
regolarizza centroidi iniziali
step assegnazione it0
distanza ck:0 i:0 vale=1.8883 , best dist:1.79769e+308
distanza ck:1 i:0 vale=2.26012 , best dist:1.8883
distanza ck:2 i:0 vale=2.33115 , best dist:1.8883
distanza ck:0 i:1 vale=2.22177 , best dist:1.79769e+308
distanza ck:1 i:1 vale=2.25876 , best dist:2.22177
distanza ck:2 i:1 vale=2.34094 , best dist:2.22177
distanza ck:0 i:2 vale=2.21605 , best dist:1.79769e+308
distanza ck:1 i:2 vale=2.26559 , best dist:2.21605
distanza ck:2 i:2 vale=2.32772 , best dist:2.21605
distanza ck:0 i:3 vale=2.25144 , best dist:1.79769e+308
distanza ck:1 i:3 vale=2.27168 , best dist:2.25144
distanza ck:2 i:3 vale=2.34051 , best dist:2.25144
distanza ck:0 i:4 vale=2.25125 , best dist:1.79769e+308
distanza ck:1 i:4 vale=2.2844 , best dist:2.25125
distanza ck:2 i:4 vale=2.37918 , best dist:2.25125
distanza ck:0 i:5 vale=2.25624 , best dist:1.79769e+308
distanza ck:1 i:5 vale=2.28095 , best dist:2.25624
distanza ck:2 i:5 vale=2.33644 , best dist:2.25624
distanza ck:0 i:6 vale=2.29549 , best dist:1.79769e+308
distanza ck:1 i:6 vale=2.31648 , best dist:2.29549
distanza ck:2 i:6 vale=2.38941 , best dist:2.29549
distanza ck:0 i:7 vale=2.26945 , best dist:1.79769e+308
distanza ck:1 i:7 vale=2.29343 , best dist:2.26945
distanza ck:2 i:7 vale=2.35923 , best dist:2.26945
distanza ck:0 i:8 vale=2.21228 , best dist:1.79769e+308
distanza ck:1 i:8 vale=2.26707 , best dist:2.21228
distanza ck:2 i:8 vale=2.32605 , best dist:2.21228
distanza ck:0 i:9 vale=2.24885 , best dist:1.79769e+308
distanza ck:1 i:9 vale=2.25971 , best dist:2.24885
distanza ck:2 i:9 vale=2.33793 , best dist:2.24885
distanza ck:0 i:10 vale=2.23564 , best dist:1.79769e+308
distanza ck:1 i:10 vale=2.27041 , best dist:2.23564
distanza ck:2 i:10 vale=2.32236 , best dist:2.23564
distanza ck:0 i:11 vale=2.24244 , best dist:1.79769e+308
distanza ck:1 i:11 vale=2.27587 , best dist:2.24244
distanza ck:2 i:11 vale=2.35727 , best dist:2.24244
distanza ck:0 i:12 vale=2.26306 , best dist:1.79769e+308
distanza ck:1 i:12 vale=2.28382 , best dist:2.26306
distanza ck:2 i:12 vale=2.34304 , best dist:2.26306
distanza ck:0 i:13 vale=2.23464 , best dist:1.79769e+308
distanza ck:1 i:13 vale=2.26812 , best dist:2.23464
distanza ck:2 i:13 vale=2.32989 , best dist:2.23464
distanza ck:0 i:14 vale=2.22091 , best dist:1.79769e+308
distanza ck:1 i:14 vale=2.25571 , best dist:2.22091
distanza ck:2 i:14 vale=2.32781 , best dist:2.22091
distanza ck:0 i:15 vale=2.23769 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.26441 , best dist:2.23769
distanza ck:2 i:15 vale=2.32976 , best dist:2.23769
distanza ck:0 i:16 vale=2.23231 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.26485 , best dist:2.23231
distanza ck:2 i:16 vale=2.33754 , best dist:2.23231
distanza ck:0 i:17 vale=2.23039 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.24813 , best dist:2.23039
distanza ck:2 i:17 vale=2.30702 , best dist:2.23039
distanza ck:0 i:18 vale=2.23295 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.27598 , best dist:2.23295
distanza ck:2 i:18 vale=2.32786 , best dist:2.23295
distanza ck:0 i:19 vale=2.25326 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.29149 , best dist:2.25326
distanza ck:2 i:19 vale=2.35105 , best dist:2.25326
distanza ck:0 i:20 vale=2.27813 , best dist:1.79769e+308
distanza ck:1 i:20 vale=1.89831 , best dist:2.27813
distanza ck:2 i:20 vale=2.26315 , best dist:1.89831
distanza ck:0 i:21 vale=2.28316 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.25074 , best dist:2.28316
distanza ck:2 i:21 vale=2.24566 , best dist:2.25074
distanza ck:0 i:22 vale=2.27096 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.25323 , best dist:2.27096
distanza ck:2 i:22 vale=2.27378 , best dist:2.25323
distanza ck:0 i:23 vale=2.26789 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.26077 , best dist:2.26789
distanza ck:2 i:23 vale=2.29522 , best dist:2.26077
distanza ck:0 i:24 vale=2.25185 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.21305 , best dist:2.25185
distanza ck:2 i:24 vale=2.25545 , best dist:2.21305
distanza ck:0 i:25 vale=2.29277 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.25455 , best dist:2.29277
distanza ck:2 i:25 vale=2.28139 , best dist:2.25455
distanza ck:0 i:26 vale=2.28538 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.26584 , best dist:2.28538
distanza ck:2 i:26 vale=2.26695 , best dist:2.26584
distanza ck:0 i:27 vale=2.26429 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.24304 , best dist:2.26429
distanza ck:2 i:27 vale=2.27273 , best dist:2.24304
distanza ck:0 i:28 vale=2.25585 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.23307 , best dist:2.25585
distanza ck:2 i:28 vale=2.26255 , best dist:2.23307
distanza ck:0 i:29 vale=2.2876 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.26246 , best dist:2.2876
distanza ck:2 i:29 vale=2.28949 , best dist:2.26246
distanza ck:0 i:30 vale=2.23205 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.20946 , best dist:2.23205
distanza ck:2 i:30 vale=2.22414 , best dist:2.20946
distanza ck:0 i:31 vale=2.2618 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.24678 , best dist:2.2618
distanza ck:2 i:31 vale=2.27117 , best dist:2.24678
distanza ck:0 i:32 vale=2.24222 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.23375 , best dist:2.24222
distanza ck:2 i:32 vale=2.26129 , best dist:2.23375
distanza ck:0 i:33 vale=2.29663 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.26994 , best dist:2.29663
distanza ck:2 i:33 vale=2.29546 , best dist:2.26994
distanza ck:0 i:34 vale=2.27927 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.25482 , best dist:2.27927
distanza ck:2 i:34 vale=2.27089 , best dist:2.25482
distanza ck:0 i:35 vale=2.27416 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.24044 , best dist:2.27416
distanza ck:2 i:35 vale=2.27329 , best dist:2.24044
distanza ck:0 i:36 vale=2.27032 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.24341 , best dist:2.27032
distanza ck:2 i:36 vale=2.26401 , best dist:2.24341
distanza ck:0 i:37 vale=2.28198 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.2478 , best dist:2.28198
distanza ck:2 i:37 vale=2.25805 , best dist:2.2478
distanza ck:0 i:38 vale=2.26456 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.22336 , best dist:2.26456
distanza ck:2 i:38 vale=2.25418 , best dist:2.22336
distanza ck:0 i:39 vale=2.22634 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.22299 , best dist:2.22634
distanza ck:2 i:39 vale=2.24396 , best dist:2.22299
distanza ck:0 i:40 vale=2.34878 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.26397 , best dist:2.34878
distanza ck:2 i:40 vale=1.89736 , best dist:2.26397
distanza ck:0 i:41 vale=2.31824 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.25365 , best dist:2.31824
distanza ck:2 i:41 vale=2.21281 , best dist:2.25365
distanza ck:0 i:42 vale=2.33138 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.27197 , best dist:2.33138
distanza ck:2 i:42 vale=2.23929 , best dist:2.27197
distanza ck:0 i:43 vale=2.32813 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.26683 , best dist:2.32813
distanza ck:2 i:43 vale=2.25396 , best dist:2.26683
distanza ck:0 i:44 vale=2.30929 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.23306 , best dist:2.30929
distanza ck:2 i:44 vale=2.19673 , best dist:2.23306
distanza ck:0 i:45 vale=2.33283 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.27223 , best dist:2.33283
distanza ck:2 i:45 vale=2.24114 , best dist:2.27223
distanza ck:0 i:46 vale=2.33544 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.26402 , best dist:2.33544
distanza ck:2 i:46 vale=2.24803 , best dist:2.26402
distanza ck:0 i:47 vale=2.35491 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.27277 , best dist:2.35491
distanza ck:2 i:47 vale=2.25479 , best dist:2.27277
distanza ck:0 i:48 vale=2.29298 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.22771 , best dist:2.29298
distanza ck:2 i:48 vale=2.19576 , best dist:2.22771
distanza ck:0 i:49 vale=2.33954 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.27557 , best dist:2.33954
distanza ck:2 i:49 vale=2.24759 , best dist:2.27557
distanza ck:0 i:50 vale=2.35539 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.29718 , best dist:2.35539
distanza ck:2 i:50 vale=2.2717 , best dist:2.29718
distanza ck:0 i:51 vale=2.34764 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.27656 , best dist:2.34764
distanza ck:2 i:51 vale=2.26898 , best dist:2.27656
distanza ck:0 i:52 vale=2.3294 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.25639 , best dist:2.3294
distanza ck:2 i:52 vale=2.2495 , best dist:2.25639
distanza ck:0 i:53 vale=2.31487 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.26126 , best dist:2.31487
distanza ck:2 i:53 vale=2.23688 , best dist:2.26126
distanza ck:0 i:54 vale=2.34674 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.27344 , best dist:2.34674
distanza ck:2 i:54 vale=2.26213 , best dist:2.27344
distanza ck:0 i:55 vale=2.33865 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.26069 , best dist:2.33865
distanza ck:2 i:55 vale=2.24017 , best dist:2.26069
distanza ck:0 i:56 vale=2.3141 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.26279 , best dist:2.3141
distanza ck:2 i:56 vale=2.22135 , best dist:2.26279
distanza ck:0 i:57 vale=2.33962 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.2675 , best dist:2.33962
distanza ck:2 i:57 vale=2.24451 , best dist:2.2675
distanza ck:0 i:58 vale=2.32296 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.25957 , best dist:2.32296
distanza ck:2 i:58 vale=2.23947 , best dist:2.25957
distanza ck:0 i:59 vale=2.37529 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.29919 , best dist:2.37529
distanza ck:2 i:59 vale=2.27201 , best dist:2.29919
fine step assegnazione it0
ricalcolo centroidi come medi in it0
ricalcolati centroidi, fare smoot iter0
finito smoot centroidi e quindi fine iter0
membri ad iter0: 
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 2 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 
step assegnazione it1
distanza ck:0 i:0 vale=2.14439 , best dist:1.79769e+308
distanza ck:1 i:0 vale=2.18237 , best dist:2.14439
distanza ck:2 i:0 vale=2.24574 , best dist:2.14439
distanza ck:0 i:1 vale=2.14455 , best dist:1.79769e+308
distanza ck:1 i:1 vale=2.19317 , best dist:2.14455
distanza ck:2 i:1 vale=2.26221 , best dist:2.14455
distanza ck:0 i:2 vale=2.1407 , best dist:1.79769e+308
distanza ck:1 i:2 vale=2.18291 , best dist:2.1407
distanza ck:2 i:2 vale=2.25012 , best dist:2.1407
distanza ck:0 i:3 vale=2.16435 , best dist:1.79769e+308
distanza ck:1 i:3 vale=2.20442 , best dist:2.16435
distanza ck:2 i:3 vale=2.27282 , best dist:2.16435
distanza ck:0 i:4 vale=2.16417 , best dist:1.79769e+308
distanza ck:1 i:4 vale=2.21932 , best dist:2.16417
distanza ck:2 i:4 vale=2.29636 , best dist:2.16417
distanza ck:0 i:5 vale=2.1665 , best dist:1.79769e+308
distanza ck:1 i:5 vale=2.20849 , best dist:2.1665
distanza ck:2 i:5 vale=2.27018 , best dist:2.1665
distanza ck:0 i:6 vale=2.20201 , best dist:1.79769e+308
distanza ck:1 i:6 vale=2.24827 , best dist:2.20201
distanza ck:2 i:6 vale=2.32097 , best dist:2.20201
distanza ck:0 i:7 vale=2.18482 , best dist:1.79769e+308
distanza ck:1 i:7 vale=2.2261 , best dist:2.18482
distanza ck:2 i:7 vale=2.29069 , best dist:2.18482
distanza ck:0 i:8 vale=2.14019 , best dist:1.79769e+308
distanza ck:1 i:8 vale=2.18234 , best dist:2.14019
distanza ck:2 i:8 vale=2.24417 , best dist:2.14019
distanza ck:0 i:9 vale=2.14741 , best dist:1.79769e+308
distanza ck:1 i:9 vale=2.19428 , best dist:2.14741
distanza ck:2 i:9 vale=2.267 , best dist:2.14741
distanza ck:0 i:10 vale=2.15392 , best dist:1.79769e+308
distanza ck:1 i:10 vale=2.19041 , best dist:2.15392
distanza ck:2 i:10 vale=2.25557 , best dist:2.15392
distanza ck:0 i:11 vale=2.16387 , best dist:1.79769e+308
distanza ck:1 i:11 vale=2.20915 , best dist:2.16387
distanza ck:2 i:11 vale=2.27813 , best dist:2.16387
distanza ck:0 i:12 vale=2.16617 , best dist:1.79769e+308
distanza ck:1 i:12 vale=2.20881 , best dist:2.16617
distanza ck:2 i:12 vale=2.27566 , best dist:2.16617
distanza ck:0 i:13 vale=2.15273 , best dist:1.79769e+308
distanza ck:1 i:13 vale=2.19568 , best dist:2.15273
distanza ck:2 i:13 vale=2.26139 , best dist:2.15273
distanza ck:0 i:14 vale=2.14119 , best dist:1.79769e+308
distanza ck:1 i:14 vale=2.1889 , best dist:2.14119
distanza ck:2 i:14 vale=2.25899 , best dist:2.14119
distanza ck:0 i:15 vale=2.16125 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.19918 , best dist:2.16125
distanza ck:2 i:15 vale=2.26096 , best dist:2.16125
distanza ck:0 i:16 vale=2.15387 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.1933 , best dist:2.15387
distanza ck:2 i:16 vale=2.25995 , best dist:2.15387
distanza ck:0 i:17 vale=2.1383 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.17447 , best dist:2.1383
distanza ck:2 i:17 vale=2.2376 , best dist:2.1383
distanza ck:0 i:18 vale=2.14774 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.19005 , best dist:2.14774
distanza ck:2 i:18 vale=2.25637 , best dist:2.14774
distanza ck:0 i:19 vale=2.17897 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.22014 , best dist:2.17897
distanza ck:2 i:19 vale=2.28296 , best dist:2.17897
distanza ck:0 i:20 vale=2.21198 , best dist:1.79769e+308
distanza ck:1 i:20 vale=2.15936 , best dist:2.21198
distanza ck:2 i:20 vale=2.19647 , best dist:2.15936
distanza ck:0 i:21 vale=2.21249 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.17762 , best dist:2.21249
distanza ck:2 i:21 vale=2.17943 , best dist:2.17762
distanza ck:0 i:22 vale=2.20542 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.16641 , best dist:2.20542
distanza ck:2 i:22 vale=2.207 , best dist:2.16641
distanza ck:0 i:23 vale=2.21363 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.17059 , best dist:2.21363
distanza ck:2 i:23 vale=2.20883 , best dist:2.17059
distanza ck:0 i:24 vale=2.18635 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.14071 , best dist:2.18635
distanza ck:2 i:24 vale=2.18472 , best dist:2.14071
distanza ck:0 i:25 vale=2.22301 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.17574 , best dist:2.22301
distanza ck:2 i:25 vale=2.21286 , best dist:2.17574
distanza ck:0 i:26 vale=2.21954 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.17314 , best dist:2.21954
distanza ck:2 i:26 vale=2.20895 , best dist:2.17314
distanza ck:0 i:27 vale=2.20115 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.15653 , best dist:2.20115
distanza ck:2 i:27 vale=2.19484 , best dist:2.15653
distanza ck:0 i:28 vale=2.19382 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.14736 , best dist:2.19382
distanza ck:2 i:28 vale=2.18679 , best dist:2.14736
distanza ck:0 i:29 vale=2.23316 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.18617 , best dist:2.23316
distanza ck:2 i:29 vale=2.22242 , best dist:2.18617
distanza ck:0 i:30 vale=2.16902 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.12493 , best dist:2.16902
distanza ck:2 i:30 vale=2.15634 , best dist:2.12493
distanza ck:0 i:31 vale=2.20755 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.16274 , best dist:2.20755
distanza ck:2 i:31 vale=2.20021 , best dist:2.16274
distanza ck:0 i:32 vale=2.18569 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.14724 , best dist:2.18569
distanza ck:2 i:32 vale=2.19022 , best dist:2.14724
distanza ck:0 i:33 vale=2.22522 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.17821 , best dist:2.22522
distanza ck:2 i:33 vale=2.21708 , best dist:2.17821
distanza ck:0 i:34 vale=2.21552 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.16095 , best dist:2.21552
distanza ck:2 i:34 vale=2.19559 , best dist:2.16095
distanza ck:0 i:35 vale=2.20631 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.15983 , best dist:2.20631
distanza ck:2 i:35 vale=2.20241 , best dist:2.15983
distanza ck:0 i:36 vale=2.21207 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.16407 , best dist:2.21207
distanza ck:2 i:36 vale=2.19943 , best dist:2.16407
distanza ck:0 i:37 vale=2.21697 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.16005 , best dist:2.21697
distanza ck:2 i:37 vale=2.19433 , best dist:2.16005
distanza ck:0 i:38 vale=2.19935 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.14564 , best dist:2.19935
distanza ck:2 i:38 vale=2.18292 , best dist:2.14564
